z rho cpa p g kappa mu bulk wx wy cp cv gamma
7.955509e+03 5.323030e-01 3.162084e+02 3.802892e+04 9.782150e+00 0.000000e+00 0.000000e+00 0.000000e+00 -8.512808e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
7.979273e+03 5.309359e-01 3.161009e+02 3.790539e+04 9.782077e+00 0.000000e+00 0.000000e+00 0.000000e+00 -6.371764e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.003038e+03 5.295714e-01 3.159934e+02 3.778219e+04 9.782004e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.441860e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.026803e+03 5.282093e-01 3.158859e+02 3.765930e+04 9.781931e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.718015e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.050567e+03 5.268497e-01 3.157783e+02 3.753673e+04 9.781858e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.195137e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.074332e+03 5.254926e-01 3.156708e+02 3.741447e+04 9.781785e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.318652e-03 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.098096e+03 5.241381e-01 3.155632e+02 3.729253e+04 9.781712e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.268083e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.121861e+03 5.227860e-01 3.154557e+02 3.717091e+04 9.781639e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.218607e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.145626e+03 5.214364e-01 3.153481e+02 3.704960e+04 9.781566e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.988528e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.169390e+03 5.200893e-01 3.152405e+02 3.692861e+04 9.781492e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.582939e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.193155e+03 5.187447e-01 3.151329e+02 3.680793e+04 9.781419e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.006930e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.216919e+03 5.174025e-01 3.150253e+02 3.668757e+04 9.781346e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.265593e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.240684e+03 5.160629e-01 3.149177e+02 3.656751e+04 9.781273e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.364018e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.264449e+03 5.147257e-01 3.148101e+02 3.644777e+04 9.781200e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.307297e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.288213e+03 5.133909e-01 3.147025e+02 3.632834e+04 9.781127e+00 0.000000e+00 0.000000e+00 0.000000e+00 4.100521e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.311978e+03 5.120586e-01 3.145949e+02 3.620922e+04 9.781054e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.748781e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.335742e+03 5.107288e-01 3.144873e+02 3.609041e+04 9.780981e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.257169e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.359507e+03 5.094014e-01 3.143796e+02 3.597191e+04 9.780908e+00 0.000000e+00 0.000000e+00 0.000000e+00 2.630776e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.383272e+03 5.080764e-01 3.142720e+02 3.585373e+04 9.780835e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.874693e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.407036e+03 5.067539e-01 3.141644e+02 3.573584e+04 9.780762e+00 0.000000e+00 0.000000e+00 0.000000e+00 9.940110e-03 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.430801e+03 5.054339e-01 3.140568e+02 3.561827e+04 9.780689e+00 0.000000e+00 0.000000e+00 0.000000e+00 -6.178421e-05 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.454565e+03 5.041162e-01 3.139492e+02 3.550101e+04 9.780616e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.120784e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.478330e+03 5.028010e-01 3.138415e+02 3.538405e+04 9.780543e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.344715e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.502095e+03 5.014882e-01 3.137339e+02 3.526739e+04 9.780470e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.672880e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.525859e+03 5.001778e-01 3.136263e+02 3.515105e+04 9.780397e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.100187e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.549624e+03 4.988698e-01 3.135187e+02 3.503501e+04 9.780324e+00 0.000000e+00 0.000000e+00 0.000000e+00 -6.621545e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.573389e+03 4.975643e-01 3.134111e+02 3.491927e+04 9.780251e+00 0.000000e+00 0.000000e+00 0.000000e+00 -8.231864e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.597153e+03 4.962611e-01 3.133035e+02 3.480384e+04 9.780178e+00 0.000000e+00 0.000000e+00 0.000000e+00 -9.925354e-02 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.620918e+03 4.949603e-01 3.131959e+02 3.468871e+04 9.780105e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.169405e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.644682e+03 4.936619e-01 3.130883e+02 3.457388e+04 9.780032e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.352955e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.668447e+03 4.923660e-01 3.129807e+02 3.445936e+04 9.779959e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.542347e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.692212e+03 4.910724e-01 3.128731e+02 3.434514e+04 9.779886e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.736741e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.715976e+03 4.897811e-01 3.127656e+02 3.423122e+04 9.779813e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.935297e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.739741e+03 4.884923e-01 3.126580e+02 3.411760e+04 9.779740e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.137178e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.763505e+03 4.872058e-01 3.125505e+02 3.400428e+04 9.779667e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.341542e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.787270e+03 4.859217e-01 3.124429e+02 3.389126e+04 9.779594e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.547551e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.811035e+03 4.846400e-01 3.123354e+02 3.377853e+04 9.779521e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.754365e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.834799e+03 4.833606e-01 3.122279e+02 3.366611e+04 9.779448e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.961145e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.858564e+03 4.820836e-01 3.121204e+02 3.355399e+04 9.779375e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.167052e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.882328e+03 4.808089e-01 3.120129e+02 3.344216e+04 9.779302e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.371247e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.906093e+03 4.795366e-01 3.119054e+02 3.333063e+04 9.779229e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.572889e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.929858e+03 4.782666e-01 3.117980e+02 3.321939e+04 9.779156e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.771139e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.953622e+03 4.769990e-01 3.116906e+02 3.310846e+04 9.779083e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.965159e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
8.977387e+03 4.757337e-01 3.115831e+02 3.299781e+04 9.779010e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.154108e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.001151e+03 4.744707e-01 3.114757e+02 3.288746e+04 9.778937e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.337148e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.024916e+03 4.732101e-01 3.113684e+02 3.277741e+04 9.778864e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.513439e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.048681e+03 4.719518e-01 3.112610e+02 3.266765e+04 9.778791e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.682141e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.072445e+03 4.706958e-01 3.111536e+02 3.255818e+04 9.778717e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.842416e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.096210e+03 4.694421e-01 3.110463e+02 3.244900e+04 9.778644e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.993424e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.119975e+03 4.681908e-01 3.109390e+02 3.234012e+04 9.778571e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.134325e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.143739e+03 4.669417e-01 3.108317e+02 3.223153e+04 9.778498e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.264281e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.167504e+03 4.656950e-01 3.107245e+02 3.212323e+04 9.778425e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.382451e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.191268e+03 4.644505e-01 3.106173e+02 3.201522e+04 9.778352e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.488004e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.215033e+03 4.632084e-01 3.105101e+02 3.190749e+04 9.778279e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.580546e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.238798e+03 4.619685e-01 3.104029e+02 3.180006e+04 9.778206e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.660394e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.262562e+03 4.607309e-01 3.102957e+02 3.169292e+04 9.778133e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.727929e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.286327e+03 4.594957e-01 3.101886e+02 3.158606e+04 9.778060e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.783531e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.310091e+03 4.582627e-01 3.100815e+02 3.147949e+04 9.777987e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.827580e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.333856e+03 4.570320e-01 3.099744e+02 3.137321e+04 9.777914e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.860456e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.357621e+03 4.558035e-01 3.098674e+02 3.126722e+04 9.777841e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.882539e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.381385e+03 4.545774e-01 3.097603e+02 3.116151e+04 9.777768e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.894211e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.405150e+03 4.533535e-01 3.096533e+02 3.105609e+04 9.777695e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.895851e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.428914e+03 4.521320e-01 3.095464e+02 3.095095e+04 9.777622e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.887839e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.452679e+03 4.509126e-01 3.094394e+02 3.084610e+04 9.777549e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.870556e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.476444e+03 4.496956e-01 3.093325e+02 3.074153e+04 9.777476e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.844382e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.500208e+03 4.484808e-01 3.092256e+02 3.063724e+04 9.777403e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.809697e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.523973e+03 4.472683e-01 3.091188e+02 3.053324e+04 9.777330e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.766882e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.547737e+03 4.460581e-01 3.090119e+02 3.042952e+04 9.777257e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.716317e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.571502e+03 4.448501e-01 3.089051e+02 3.032608e+04 9.777184e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.658382e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.595267e+03 4.436444e-01 3.087983e+02 3.022292e+04 9.777111e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.593457e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.619031e+03 4.424410e-01 3.086916e+02 3.012004e+04 9.777038e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.521923e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.642796e+03 4.412398e-01 3.085849e+02 3.001744e+04 9.776965e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.444161e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.666561e+03 4.400408e-01 3.084782e+02 2.991512e+04 9.776892e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.360549e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.690325e+03 4.388441e-01 3.083715e+02 2.981309e+04 9.776819e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.271470e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.714090e+03 4.376497e-01 3.082649e+02 2.971132e+04 9.776747e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.177302e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.737854e+03 4.364575e-01 3.081583e+02 2.960984e+04 9.776674e+00 0.000000e+00 0.000000e+00 0.000000e+00 -5.078426e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.761619e+03 4.352676e-01 3.080517e+02 2.950864e+04 9.776601e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.975223e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.785384e+03 4.340799e-01 3.079452e+02 2.940771e+04 9.776528e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.868073e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.809148e+03 4.328944e-01 3.078387e+02 2.930706e+04 9.776455e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.757359e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.832913e+03 4.317112e-01 3.077322e+02 2.920668e+04 9.776382e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.643519e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.856677e+03 4.305302e-01 3.076258e+02 2.910658e+04 9.776309e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.527039e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.880442e+03 4.293514e-01 3.075194e+02 2.900676e+04 9.776236e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.408407e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.904207e+03 4.281748e-01 3.074130e+02 2.890721e+04 9.776163e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.288109e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.927971e+03 4.270004e-01 3.073067e+02 2.880793e+04 9.776090e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.166633e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.951736e+03 4.258282e-01 3.072004e+02 2.870893e+04 9.776017e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.044465e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.975500e+03 4.246582e-01 3.070942e+02 2.861020e+04 9.775944e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.922094e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
9.999265e+03 4.234904e-01 3.069881e+02 2.851174e+04 9.775871e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.800006e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.002303e+04 4.223248e-01 3.068820e+02 2.841355e+04 9.775798e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.678689e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.004679e+04 4.211613e-01 3.067759e+02 2.831563e+04 9.775725e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.558629e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.007056e+04 4.199999e-01 3.066699e+02 2.821799e+04 9.775652e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.440314e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.009432e+04 4.188407e-01 3.065640e+02 2.812062e+04 9.775579e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.324231e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.011809e+04 4.176836e-01 3.064581e+02 2.802351e+04 9.775506e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.210868e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.014185e+04 4.165287e-01 3.063523e+02 2.792668e+04 9.775433e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.100711e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.016562e+04 4.153759e-01 3.062466e+02 2.783011e+04 9.775360e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.994247e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.018938e+04 4.142252e-01 3.061410e+02 2.773381e+04 9.775287e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.891965e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.021315e+04 4.130765e-01 3.060354e+02 2.763778e+04 9.775214e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.794351e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.023691e+04 4.119300e-01 3.059299e+02 2.754202e+04 9.775141e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.701891e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.026068e+04 4.107856e-01 3.058246e+02 2.744652e+04 9.775068e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.615075e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.028444e+04 4.096432e-01 3.057192e+02 2.735129e+04 9.774995e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.534388e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.030820e+04 4.085029e-01 3.056140e+02 2.725633e+04 9.774922e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.460318e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.033197e+04 4.073646e-01 3.055089e+02 2.716163e+04 9.774849e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.393352e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.035573e+04 4.062284e-01 3.054039e+02 2.706719e+04 9.774776e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.333977e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.037950e+04 4.050943e-01 3.052989e+02 2.697302e+04 9.774703e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.282681e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.040326e+04 4.039621e-01 3.051941e+02 2.687912e+04 9.774630e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.239951e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.042703e+04 4.028320e-01 3.050894e+02 2.678548e+04 9.774557e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.206221e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.045079e+04 4.017040e-01 3.049848e+02 2.669210e+04 9.774484e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.181533e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.047456e+04 4.005779e-01 3.048802e+02 2.659898e+04 9.774411e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.165749e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.049832e+04 3.994538e-01 3.047758e+02 2.650613e+04 9.774338e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.158729e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.052209e+04 3.983317e-01 3.046716e+02 2.641353e+04 9.774265e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.160334e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.054585e+04 3.972116e-01 3.045674e+02 2.632120e+04 9.774192e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.170426e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.056962e+04 3.960935e-01 3.044634e+02 2.622913e+04 9.774119e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.188864e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.059338e+04 3.949773e-01 3.043595e+02 2.613732e+04 9.774046e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.215510e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.061714e+04 3.938631e-01 3.042557e+02 2.604577e+04 9.773974e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.250225e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.064091e+04 3.927509e-01 3.041521e+02 2.595448e+04 9.773901e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.292869e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.066467e+04 3.916406e-01 3.040486e+02 2.586344e+04 9.773828e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.343303e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.068844e+04 3.905322e-01 3.039453e+02 2.577267e+04 9.773755e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.401387e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.071220e+04 3.894258e-01 3.038421e+02 2.568215e+04 9.773682e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.466984e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.073597e+04 3.883212e-01 3.037391e+02 2.559189e+04 9.773609e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.539953e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.075973e+04 3.872186e-01 3.036362e+02 2.550189e+04 9.773536e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.620155e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.078350e+04 3.861179e-01 3.035335e+02 2.541214e+04 9.773463e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.707451e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.080726e+04 3.850191e-01 3.034309e+02 2.532265e+04 9.773390e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.801703e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.083103e+04 3.839222e-01 3.033285e+02 2.523342e+04 9.773317e+00 0.000000e+00 0.000000e+00 0.000000e+00 -2.902770e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.085479e+04 3.828272e-01 3.032263e+02 2.514444e+04 9.773244e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.010513e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.087856e+04 3.817340e-01 3.031243e+02 2.505571e+04 9.773171e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.124794e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.090232e+04 3.806427e-01 3.030224e+02 2.496724e+04 9.773098e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.245473e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.092608e+04 3.795533e-01 3.029207e+02 2.487903e+04 9.773025e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.372411e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.094985e+04 3.784657e-01 3.028192e+02 2.479106e+04 9.772952e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.505468e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.097361e+04 3.773800e-01 3.027179e+02 2.470335e+04 9.772879e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.644507e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.099738e+04 3.762960e-01 3.026168e+02 2.461590e+04 9.772806e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.789386e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.102114e+04 3.752140e-01 3.025159e+02 2.452869e+04 9.772733e+00 0.000000e+00 0.000000e+00 0.000000e+00 -3.939968e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.104491e+04 3.741337e-01 3.024152e+02 2.444174e+04 9.772660e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.095969e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.106867e+04 3.730552e-01 3.023147e+02 2.435503e+04 9.772587e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.256587e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
1.109244e+04 3.719786e-01 3.022144e+02 2.426858e+04 9.772515e+00 0.000000e+00 0.000000e+00 0.000000e+00 -4.420898e-01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
