z rho cpa p g kappa mu bulk wx wy cp cv gamma
3.545116e+04 8.448304e-03 3.130167e+02 5.888294e+02 9.698177e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.179261e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.547492e+04 8.418353e-03 3.130579e+02 5.868911e+02 9.698104e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.174830e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.549869e+04 8.388516e-03 3.130991e+02 5.849596e+02 9.698032e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.170501e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.552245e+04 8.358793e-03 3.131403e+02 5.830349e+02 9.697960e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.166279e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.554622e+04 8.329184e-03 3.131815e+02 5.811171e+02 9.697888e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.162166e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.556998e+04 8.299688e-03 3.132226e+02 5.792061e+02 9.697816e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.158162e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.559375e+04 8.270305e-03 3.132638e+02 5.773019e+02 9.697744e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.154265e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.561751e+04 8.241034e-03 3.133049e+02 5.754045e+02 9.697672e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.150476e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.564128e+04 8.211874e-03 3.133461e+02 5.735138e+02 9.697600e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.146793e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.566504e+04 8.182827e-03 3.133872e+02 5.716298e+02 9.697528e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.143217e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.568881e+04 8.153890e-03 3.134283e+02 5.697525e+02 9.697455e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.139746e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.571257e+04 8.125063e-03 3.134694e+02 5.678818e+02 9.697383e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.136381e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.573634e+04 8.096347e-03 3.135105e+02 5.660177e+02 9.697311e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.133119e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.576010e+04 8.067740e-03 3.135515e+02 5.641603e+02 9.697239e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.129962e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.578386e+04 8.039242e-03 3.135926e+02 5.623094e+02 9.697167e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.126909e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.580763e+04 8.010854e-03 3.136336e+02 5.604651e+02 9.697095e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.123958e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.583139e+04 7.982573e-03 3.136747e+02 5.586274e+02 9.697023e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.121109e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.585516e+04 7.954401e-03 3.137157e+02 5.567961e+02 9.696951e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.118362e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.587892e+04 7.926336e-03 3.137567e+02 5.549713e+02 9.696879e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.115716e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.590269e+04 7.898378e-03 3.137976e+02 5.531530e+02 9.696807e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.113171e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.592645e+04 7.870527e-03 3.138386e+02 5.513411e+02 9.696734e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.110725e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.595022e+04 7.842782e-03 3.138795e+02 5.495355e+02 9.696662e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.108380e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.597398e+04 7.815143e-03 3.139205e+02 5.477364e+02 9.696590e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.106133e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.599775e+04 7.787609e-03 3.139614e+02 5.459437e+02 9.696518e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.103984e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.602151e+04 7.760180e-03 3.140023e+02 5.441572e+02 9.696446e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.101933e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.604528e+04 7.732856e-03 3.140431e+02 5.423771e+02 9.696374e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.099980e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.606904e+04 7.705635e-03 3.140840e+02 5.406032e+02 9.696302e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.098123e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.609280e+04 7.678518e-03 3.141248e+02 5.388357e+02 9.696230e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.096362e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.611657e+04 7.651505e-03 3.141657e+02 5.370743e+02 9.696158e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.094696e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.614033e+04 7.624594e-03 3.142065e+02 5.353192e+02 9.696086e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.093126e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.616410e+04 7.597785e-03 3.142472e+02 5.335702e+02 9.696014e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.091649e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.618786e+04 7.571079e-03 3.142880e+02 5.318274e+02 9.695941e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.090265e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.621163e+04 7.544474e-03 3.143288e+02 5.300908e+02 9.695869e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.088972e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.623539e+04 7.517970e-03 3.143695e+02 5.283603e+02 9.695797e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.087770e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.625916e+04 7.491567e-03 3.144102e+02 5.266358e+02 9.695725e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.086656e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.628292e+04 7.465265e-03 3.144509e+02 5.249175e+02 9.695653e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.085631e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.630669e+04 7.439063e-03 3.144915e+02 5.232051e+02 9.695581e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.084692e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.633045e+04 7.412960e-03 3.145322e+02 5.214989e+02 9.695509e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.083838e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.635422e+04 7.386956e-03 3.145728e+02 5.197986e+02 9.695437e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.083068e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.637798e+04 7.361052e-03 3.146134e+02 5.181043e+02 9.695365e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.082381e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.640174e+04 7.335245e-03 3.146540e+02 5.164159e+02 9.695293e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.081776e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.642551e+04 7.309537e-03 3.146945e+02 5.147335e+02 9.695221e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.081251e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.644927e+04 7.283927e-03 3.147351e+02 5.130570e+02 9.695149e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.080805e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.647304e+04 7.258414e-03 3.147756e+02 5.113864e+02 9.695076e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.080437e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.649680e+04 7.232998e-03 3.148161e+02 5.097216e+02 9.695004e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.080146e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.652057e+04 7.207678e-03 3.148565e+02 5.080627e+02 9.694932e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.079931e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.654433e+04 7.182455e-03 3.148970e+02 5.064096e+02 9.694860e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.079789e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.656810e+04 7.157327e-03 3.149374e+02 5.047623e+02 9.694788e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.079721e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.659186e+04 7.132295e-03 3.149778e+02 5.031208e+02 9.694716e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.079725e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.661563e+04 7.107358e-03 3.150182e+02 5.014851e+02 9.694644e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.079799e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.663939e+04 7.082515e-03 3.150585e+02 4.998550e+02 9.694572e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.079942e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.666316e+04 7.057767e-03 3.150988e+02 4.982307e+02 9.694500e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.080154e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.668692e+04 7.033112e-03 3.151391e+02 4.966121e+02 9.694428e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.080432e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.671068e+04 7.008551e-03 3.151794e+02 4.949991e+02 9.694356e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.080777e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.673445e+04 6.984083e-03 3.152196e+02 4.933918e+02 9.694284e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.081185e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.675821e+04 6.959707e-03 3.152598e+02 4.917902e+02 9.694212e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.081657e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.678198e+04 6.935424e-03 3.153000e+02 4.901941e+02 9.694140e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.082191e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.680574e+04 6.911233e-03 3.153402e+02 4.886036e+02 9.694068e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.082786e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.682951e+04 6.887134e-03 3.153803e+02 4.870187e+02 9.693995e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.083442e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.685327e+04 6.863125e-03 3.154204e+02 4.854393e+02 9.693923e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.084156e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.687704e+04 6.839208e-03 3.154605e+02 4.838654e+02 9.693851e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.084928e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.690080e+04 6.815381e-03 3.155005e+02 4.822970e+02 9.693779e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.085757e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.692457e+04 6.791645e-03 3.155405e+02 4.807341e+02 9.693707e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.086643e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.694833e+04 6.767998e-03 3.155805e+02 4.791767e+02 9.693635e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.087582e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.697209e+04 6.744441e-03 3.156205e+02 4.776247e+02 9.693563e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.088576e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.699586e+04 6.720973e-03 3.156604e+02 4.760781e+02 9.693491e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.089622e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.701962e+04 6.697593e-03 3.157003e+02 4.745369e+02 9.693419e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.090720e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.704339e+04 6.674303e-03 3.157402e+02 4.730011e+02 9.693347e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.091869e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.706715e+04 6.651100e-03 3.157800e+02 4.714706e+02 9.693275e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.093067e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.709092e+04 6.627985e-03 3.158198e+02 4.699455e+02 9.693203e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.094314e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.711468e+04 6.604958e-03 3.158596e+02 4.684257e+02 9.693131e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.095608e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.713845e+04 6.582017e-03 3.158994e+02 4.669111e+02 9.693059e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.096948e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.716221e+04 6.559164e-03 3.159391e+02 4.654019e+02 9.692987e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.098334e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.718598e+04 6.536396e-03 3.159788e+02 4.638979e+02 9.692915e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.099764e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.720974e+04 6.513715e-03 3.160184e+02 4.623991e+02 9.692843e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.101238e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.723351e+04 6.491119e-03 3.160580e+02 4.609056e+02 9.692770e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.102753e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.725727e+04 6.468609e-03 3.160976e+02 4.594172e+02 9.692698e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.104310e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.728103e+04 6.446184e-03 3.161372e+02 4.579340e+02 9.692626e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.105907e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.730480e+04 6.423843e-03 3.161767e+02 4.564560e+02 9.692554e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.107542e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.732856e+04 6.401587e-03 3.162162e+02 4.549831e+02 9.692482e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.109216e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.735233e+04 6.379414e-03 3.162556e+02 4.535153e+02 9.692410e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.110927e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.737609e+04 6.357325e-03 3.162950e+02 4.520526e+02 9.692338e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.112674e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.739986e+04 6.335319e-03 3.163344e+02 4.505950e+02 9.692266e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.114455e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.742362e+04 6.313397e-03 3.163737e+02 4.491425e+02 9.692194e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.116270e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.744739e+04 6.291557e-03 3.164130e+02 4.476950e+02 9.692122e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.118118e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.747115e+04 6.269799e-03 3.164523e+02 4.462525e+02 9.692050e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.119997e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.749492e+04 6.248123e-03 3.164916e+02 4.448150e+02 9.691978e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.121906e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.751868e+04 6.226529e-03 3.165308e+02 4.433825e+02 9.691906e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.123845e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.754245e+04 6.205016e-03 3.165699e+02 4.419550e+02 9.691834e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.125812e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.756621e+04 6.183584e-03 3.166090e+02 4.405324e+02 9.691762e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.127806e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.758997e+04 6.162233e-03 3.166481e+02 4.391147e+02 9.691690e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.129826e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.761374e+04 6.140963e-03 3.166872e+02 4.377019e+02 9.691618e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.131871e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.763750e+04 6.119772e-03 3.167262e+02 4.362940e+02 9.691546e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.133940e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.766127e+04 6.098662e-03 3.167652e+02 4.348910e+02 9.691474e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.136031e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.768503e+04 6.077630e-03 3.168041e+02 4.334929e+02 9.691402e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.138145e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.770880e+04 6.056678e-03 3.168430e+02 4.320996e+02 9.691330e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.140278e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.773256e+04 6.035805e-03 3.168818e+02 4.307111e+02 9.691258e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.142431e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.775633e+04 6.015011e-03 3.169207e+02 4.293274e+02 9.691186e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.144603e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.778009e+04 5.994294e-03 3.169594e+02 4.279484e+02 9.691114e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.146791e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.780386e+04 5.973656e-03 3.169982e+02 4.265743e+02 9.691041e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.148996e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.782762e+04 5.953095e-03 3.170369e+02 4.252048e+02 9.690969e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.151216e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.785139e+04 5.932611e-03 3.170755e+02 4.238401e+02 9.690897e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.153450e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.787515e+04 5.912204e-03 3.171141e+02 4.224801e+02 9.690825e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.155696e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.789891e+04 5.891874e-03 3.171527e+02 4.211248e+02 9.690753e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.157955e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.792268e+04 5.871620e-03 3.171912e+02 4.197742e+02 9.690681e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.160224e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.794644e+04 5.851442e-03 3.172297e+02 4.184282e+02 9.690609e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.162502e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.797021e+04 5.831340e-03 3.172682e+02 4.170869e+02 9.690537e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.164789e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.799397e+04 5.811314e-03 3.173066e+02 4.157502e+02 9.690465e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.167083e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.801774e+04 5.791362e-03 3.173449e+02 4.144181e+02 9.690393e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.169384e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.804150e+04 5.771485e-03 3.173832e+02 4.130905e+02 9.690321e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.171690e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.806527e+04 5.751683e-03 3.174215e+02 4.117676e+02 9.690249e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.174000e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.808903e+04 5.731955e-03 3.174597e+02 4.104492e+02 9.690177e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.176313e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.811280e+04 5.712301e-03 3.174979e+02 4.091353e+02 9.690105e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.178628e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.813656e+04 5.692720e-03 3.175360e+02 4.078259e+02 9.690033e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.180943e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.816033e+04 5.673213e-03 3.175741e+02 4.065211e+02 9.689961e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.183258e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.818409e+04 5.653780e-03 3.176122e+02 4.052207e+02 9.689889e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.185572e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.820785e+04 5.634419e-03 3.176502e+02 4.039248e+02 9.689817e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.187884e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.823162e+04 5.615130e-03 3.176881e+02 4.026333e+02 9.689745e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.190192e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.825538e+04 5.595914e-03 3.177260e+02 4.013463e+02 9.689673e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.192495e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.827915e+04 5.576770e-03 3.177639e+02 4.000636e+02 9.689601e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.194793e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.830291e+04 5.557697e-03 3.178017e+02 3.987854e+02 9.689529e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.197083e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.832668e+04 5.538696e-03 3.178394e+02 3.975116e+02 9.689457e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.199366e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.835044e+04 5.519766e-03 3.178772e+02 3.962421e+02 9.689385e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.201640e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.837421e+04 5.500907e-03 3.179148e+02 3.949770e+02 9.689313e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.203904e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.839797e+04 5.482118e-03 3.179524e+02 3.937162e+02 9.689241e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.206156e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.842174e+04 5.463400e-03 3.179900e+02 3.924597e+02 9.689169e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.208396e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.844550e+04 5.444751e-03 3.180275e+02 3.912076e+02 9.689097e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.210623e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.846927e+04 5.426173e-03 3.180650e+02 3.899597e+02 9.689025e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.212835e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.849303e+04 5.407663e-03 3.181024e+02 3.887160e+02 9.688953e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.215032e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.851679e+04 5.389223e-03 3.181398e+02 3.874767e+02 9.688881e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.217212e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.854056e+04 5.370852e-03 3.181771e+02 3.862416e+02 9.688809e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.219374e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.856432e+04 5.352549e-03 3.182144e+02 3.850107e+02 9.688737e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.221518e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
3.858809e+04 5.334315e-03 3.182516e+02 3.837839e+02 9.688665e+00 0.000000e+00 0.000000e+00 0.000000e+00 -1.223641e+01 0.000000e+00 3.500000e+00 2.500000e+00 1.400000e+00
